骰子組合,基礎點數總和,發動牌型,發動牌型總和倍率,最終傷害
34455667,40,對子(x2) + 五連順(x4) + 雙四連順(x22) + 中庸之道(x5),880,35200
34455668,41,對子(x2) + 四連順(x3) + 雙三連順(x6),36,1476
34455677,41,對子(x2) + 五連順(x4) + 平胡(x10) + 中庸之道(x5),400,16400
34455678,42,對子(x2) + 六連順(x7) + 三龍會(x10),140,5880
34455688,43,對子(x2) + 四連順(x3) + 平胡(x10),60,2580
34455777,42,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),90,3780
34455778,43,對子(x2) + 三連順(x2) + 三對子(x3),12,516
34455788,44,對子(x2) + 三連順(x2) + 三對子(x3),12,528
34455888,45,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,810
34456666,40,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9000
34456667,41,三同(x3) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),180,7380
34456668,42,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1134
34456677,42,對子(x2) + 五連順(x4) + 三對子(x3) + 中庸之道(x5),120,5040
34456678,43,對子(x2) + 六連順(x7) + 三龍會(x10),140,6020
34456688,44,對子(x2) + 四連順(x3) + 三對子(x3),18,792
34456777,43,三同(x3) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),180,7740
34456778,44,對子(x2) + 六連順(x7) + 雙三連順(x6),84,3696
34456788,45,對子(x2) + 六連順(x7) + 雙三連順(x6),84,3780
34456888,46,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1242
34457777,44,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6600
34457778,45,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,810
34457788,46,對子(x2) + 三連順(x2) + 三對子(x3),12,552
34457888,47,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,846
34458888,48,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1440
34466666,41,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7380
34466667,42,四同(x5) + 三對子(x3) + 中庸之道(x5),75,3150
34466668,43,四同(x5) + 三對子(x3),15,645
34466677,43,三同(x3) + 三對子(x3) + 中庸之道(x5),45,1935
34466678,44,三同(x3) + 三連順(x2) + 南瓜(x2),12,528
34466688,45,三同(x3) + 三對子(x3),9,405
34466777,44,三同(x3) + 三對子(x3) + 中庸之道(x5),45,1980
34466778,45,對子(x2) + 三連順(x2) + 三對子(x3),12,540
34466788,46,對子(x2) + 三連順(x2) + 三對子(x3),12,552
34466888,47,三同(x3) + 三對子(x3),9,423
34467777,45,四同(x5) + 三對子(x3) + 中庸之道(x5),75,3375
34467778,46,三同(x3) + 三連順(x2) + 南瓜(x2),12,552
34467788,47,對子(x2) + 三連順(x2) + 三對子(x3),12,564
34467888,48,三同(x3) + 三連順(x2) + 南瓜(x2),12,576
34468888,49,四同(x5) + 三對子(x3),15,735
34477777,46,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8280
34477778,47,四同(x5) + 三對子(x3),15,705
34477788,48,三同(x3) + 三對子(x3),9,432
34477888,49,三同(x3) + 三對子(x3),9,441
34478888,50,四同(x5) + 三對子(x3),15,750
34488888,51,五同(x12) + 三對子(x3),36,1836
34555555,37,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,101750
34555556,38,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,20520
34555557,39,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,14040
34555558,40,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,2880
34555566,39,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,8775
34555567,40,四同(x5) + 五連順(x4) + 平胡(x10) + 中庸之道(x5),1000,40000
34555568,41,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1845
34555577,41,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6150
34555578,42,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1260
34555588,43,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1290
34555666,40,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,19800
34555667,41,三同(x3) + 五連順(x4) + 三龍會(x10) + 中庸之道(x5),600,24600
34555668,42,三同(x3) + 四連順(x3) + 南瓜(x2),18,756
34555677,42,三同(x3) + 五連順(x4) + 雙三連順(x6) + 中庸之道(x5),360,15120
34555678,43,三同(x3) + 六連順(x7) + 平胡(x10),210,9030
34555688,44,三同(x3) + 四連順(x3) + 南瓜(x2),18,792
34555777,43,三同(x3) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),330,14190
34555778,44,三同(x3) + 三連順(x2) + 南瓜(x2),12,528
34555788,45,三同(x3) + 三連順(x2) + 南瓜(x2),12,540
34555888,46,三同(x3) + 三連順(x2) + 雙三同(x11),66,3036
34556666,41,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9225
34556667,42,三同(x3) + 五連順(x4) + 平胡(x10) + 中庸之道(x5),600,25200
34556668,43,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1161
34556677,43,對子(x2) + 五連順(x4) + 三龍會(x10) + 中庸之道(x5),400,17200
34556678,44,對子(x2) + 六連順(x7) + 雙四連順(x22),308,13552
34556688,45,對子(x2) + 四連順(x3) + 三對子(x3),18,810
34556777,44,三同(x3) + 五連順(x4) + 平胡(x10) + 中庸之道(x5),600,26400
34556778,45,對子(x2) + 六連順(x7) + 三龍會(x10),140,6300
34556788,46,對子(x2) + 六連順(x7) + 平胡(x10),140,6440
34556888,47,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1269
34557777,45,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6750
34557778,46,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,828
34557788,47,對子(x2) + 三連順(x2) + 三對子(x3),12,564
34557888,48,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,864
34558888,49,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1470
34566666,42,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,22680
34566667,43,四同(x5) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),300,12900
34566668,44,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1980
34566677,44,三同(x3) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),180,7920
34566678,45,三同(x3) + 六連順(x7) + 平胡(x10),210,9450
34566688,46,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1242
34566777,45,三同(x3) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),180,8100
34566778,46,對子(x2) + 六連順(x7) + 三龍會(x10),140,6440
34566788,47,對子(x2) + 六連順(x7) + 雙三連順(x6),84,3948
34566888,48,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1296
34567777,46,四同(x5) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),300,13800
34567778,47,三同(x3) + 六連順(x7) + 平胡(x10),210,9870
34567788,48,對子(x2) + 六連順(x7) + 三龍會(x10),140,6720
34567888,49,三同(x3) + 六連順(x7) + 平胡(x10),210,10290
34568888,50,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2250
34577777,47,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,16920
34577778,48,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1440
34577788,49,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,882
34577888,50,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,900
34578888,51,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1530
34588888,52,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3744
34666666,43,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,59125
34666667,44,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,5280
34666668,45,五同(x12) + 南瓜(x2),24,1080
34666677,45,四同(x5) + 三對子(x3) + 中庸之道(x5),75,3375
34666678,46,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1380
34666688,47,四同(x5) + 三對子(x3),15,705
34666777,46,三同(x3) + 雙三同(x11) + 中庸之道(x5),165,7590
34666778,47,三同(x3) + 三連順(x2) + 南瓜(x2),12,564
34666788,48,三同(x3) + 三連順(x2) + 南瓜(x2),12,576
34666888,49,三同(x3) + 雙三同(x11),33,1617
34667777,47,四同(x5) + 三對子(x3) + 中庸之道(x5),75,3525
34667778,48,三同(x3) + 三連順(x2) + 南瓜(x2),12,576
34667788,49,對子(x2) + 三連順(x2) + 三龍會(x10),40,1960
34667888,50,三同(x3) + 三連順(x2) + 南瓜(x2),12,600
34668888,51,四同(x5) + 三對子(x3),15,765
34677777,48,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,5760
34677778,49,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1470
34677788,50,三同(x3) + 三連順(x2) + 南瓜(x2),12,600
34677888,51,三同(x3) + 三連順(x2) + 南瓜(x2),12,612
34678888,52,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1560
34688888,53,五同(x12) + 南瓜(x2),24,1272
34777777,49,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,67375
34777778,50,五同(x12) + 南瓜(x2),24,1200
34777788,51,四同(x5) + 三對子(x3),15,765
34777888,52,三同(x3) + 雙三同(x11),33,1716
34778888,53,四同(x5) + 三對子(x3),15,795
34788888,54,五同(x12) + 南瓜(x2),24,1296
34888888,55,六同(x25) + 雙三同(x11),275,15125
35555555,38,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,383040
35555556,39,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,53625
35555557,40,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,132000
35555558,41,六同(x25) + 雙三同(x11),275,11275
35555566,40,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7200
35555567,41,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,14760
35555568,42,五同(x12) + 南瓜(x2),24,1008
35555577,42,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,18144
35555578,43,五同(x12) + 南瓜(x2),24,1032
35555588,44,五同(x12) + 三對子(x3),36,1584
35555666,41,四同(x5) + 白馬(x14) + 中庸之道(x5),350,14350
35555667,42,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6300
35555668,43,四同(x5) + 三對子(x3),15,645
35555677,43,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6450
35555678,44,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1980
35555688,45,四同(x5) + 三對子(x3),15,675
35555777,44,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,36960
35555778,45,四同(x5) + 三對子(x3),15,675
35555788,46,四同(x5) + 三對子(x3),15,690
35555888,47,四同(x5) + 白馬(x14),70,3290
35556666,42,四同(x5) + 白馬(x14) + 中庸之道(x5),350,14700
35556667,43,三同(x3) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),330,14190
35556668,44,三同(x3) + 雙三同(x11),33,1452
35556677,44,三同(x3) + 三連順(x2) + 雙三連順(x6) + 中庸之道(x5),180,7920
35556678,45,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1215
35556688,46,三同(x3) + 三對子(x3),9,414
35556777,45,三同(x3) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),330,14850
35556778,46,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1242
35556788,47,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1269
35556888,48,三同(x3) + 雙三同(x11),33,1584
35557777,46,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,38640
35557778,47,三同(x3) + 雙三同(x11),33,1551
35557788,48,三同(x3) + 三對子(x3),9,432
35557888,49,三同(x3) + 雙三同(x11),33,1617
35558888,50,四同(x5) + 白馬(x14),70,3500
35566666,43,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7740
35566667,44,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6600
35566668,45,四同(x5) + 三對子(x3),15,675
35566677,45,三同(x3) + 三連順(x2) + 雙三連順(x6) + 中庸之道(x5),180,8100
35566678,46,三同(x3) + 四連順(x3) + 南瓜(x2),18,828
35566688,47,三同(x3) + 三對子(x3),9,423
35566777,46,三同(x3) + 三連順(x2) + 雙三連順(x6) + 中庸之道(x5),180,8280
35566778,47,對子(x2) + 四連順(x3) + 雙三連順(x6),36,1692
35566788,48,對子(x2) + 四連順(x3) + 三對子(x3),18,864
35566888,49,三同(x3) + 三對子(x3),9,441
35567777,47,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,7050
35567778,48,三同(x3) + 四連順(x3) + 南瓜(x2),18,864
35567788,49,對子(x2) + 四連順(x3) + 三對子(x3),18,882
35567888,50,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1350
35568888,51,四同(x5) + 三對子(x3),15,765
35577777,48,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,20736
35577778,49,四同(x5) + 三對子(x3),15,735
35577788,50,三同(x3) + 三對子(x3),9,450
35577888,51,三同(x3) + 三對子(x3),9,459
35578888,52,四同(x5) + 三對子(x3),15,780
35588888,53,五同(x12) + 三對子(x3),36,1908
35666666,44,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,60500
35666667,45,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,16200
35666668,46,五同(x12) + 南瓜(x2),24,1104
35666677,46,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,6900
35666678,47,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2115
35666688,48,四同(x5) + 三對子(x3),15,720
35666777,47,三同(x3) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),330,15510
35666778,48,三同(x3) + 四連順(x3) + 雙三連順(x6),54,2592
35666788,49,三同(x3) + 四連順(x3) + 南瓜(x2),18,882
35666888,50,三同(x3) + 雙三同(x11),33,1650
35667777,48,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,7200
35667778,49,三同(x3) + 四連順(x3) + 雙三連順(x6),54,2646
35667788,50,對子(x2) + 四連順(x3) + 雙三連順(x6),36,1800
35667888,51,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1377
35668888,52,四同(x5) + 三對子(x3),15,780
35677777,49,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,17640
35677778,50,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2250
35677788,51,三同(x3) + 四連順(x3) + 南瓜(x2),18,918
35677888,52,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1404
35678888,53,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2385
35688888,54,五同(x12) + 南瓜(x2),24,1296
35777777,50,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,165000
35777778,51,五同(x12) + 南瓜(x2),24,1224
35777788,52,四同(x5) + 三對子(x3),15,780
35777888,53,三同(x3) + 雙三同(x11),33,1749
35778888,54,四同(x5) + 三對子(x3),15,810
35788888,55,五同(x12) + 南瓜(x2),24,1320
35888888,56,六同(x25) + 雙三同(x11),275,15400
36666666,45,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,189000
36666667,46,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,63250
36666668,47,六同(x25) + 雙三同(x11),275,12925
36666677,47,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8460
36666678,48,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3456
36666688,49,五同(x12) + 三對子(x3),36,1764
36666777,48,四同(x5) + 白馬(x14) + 中庸之道(x5),350,16800
36666778,49,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1470
36666788,50,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1500
36666888,51,四同(x5) + 白馬(x14),70,3570
36667777,49,四同(x5) + 白馬(x14) + 中庸之道(x5),350,17150
36667778,50,三同(x3) + 三連順(x2) + 雙三同(x11),66,3300
36667788,51,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1836
36667888,52,三同(x3) + 三連順(x2) + 雙三同(x11),66,3432
36668888,53,四同(x5) + 白馬(x14),70,3710
36677777,50,五同(x12) + 三對子(x3) + 中庸之道(x5),180,9000
36677778,51,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1530
36677788,52,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1872
36677888,53,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1908
36678888,54,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1620
36688888,55,五同(x12) + 三對子(x3),36,1980
36777777,51,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,70125
36777778,52,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3744
36777788,53,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1590
36777888,54,三同(x3) + 三連順(x2) + 雙三同(x11),66,3564
36778888,55,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1650
36788888,56,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,4032
36888888,57,六同(x25) + 雙三同(x11),275,15675
37777777,52,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,524160
37777778,53,六同(x25) + 雙三同(x11),275,14575
37777788,54,五同(x12) + 三對子(x3),36,1944
37777888,55,四同(x5) + 白馬(x14),70,3850
37778888,56,四同(x5) + 白馬(x14),70,3920
37788888,57,五同(x12) + 三對子(x3),36,2052
37888888,58,六同(x25) + 雙三同(x11),275,15950
38888888,59,七同(x60) + 白馬(x14),840,49560
44444444,32,比比丟八(ビビデバ)(x100) + 雙子星(x50) + 絕對秩序(x12),60000,1920000
44444445,33,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,138600
44444446,34,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,342720
44444447,35,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,147000
44444448,36,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,362880
44444455,34,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,85000
44444456,35,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,96250
44444457,36,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,49500
44444458,37,六同(x25) + 雙三同(x11),275,10175
44444466,36,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,216000
44444467,37,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,50875
44444468,38,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,125400
44444477,38,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,95000
44444478,39,六同(x25) + 雙三同(x11),275,10725
44444488,40,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,240000
44444555,35,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,84000
44444556,36,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,12960
44444557,37,五同(x12) + 三對子(x3) + 中庸之道(x5),180,6660
44444558,38,五同(x12) + 三對子(x3),36,1368
44444566,37,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,13320
44444567,38,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,20520
44444568,39,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,2808
44444577,39,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7020
44444578,40,五同(x12) + 南瓜(x2),24,960
44444588,41,五同(x12) + 三對子(x3),36,1476
44444666,38,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,218880
44444667,39,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7020
44444668,40,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,17280
44444677,40,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7200
44444678,41,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,2952
44444688,42,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,18144
44444777,41,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,98400
44444778,42,五同(x12) + 三對子(x3),36,1512
44444788,43,五同(x12) + 三對子(x3),36,1548
44444888,44,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,253440
44445555,36,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,45000
44445556,37,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,25900
44445557,38,四同(x5) + 白馬(x14) + 中庸之道(x5),350,13300
44445558,39,四同(x5) + 白馬(x14),70,2730
44445566,38,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,38000
44445567,39,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,8775
44445568,40,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1200
44445577,40,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,20000
44445578,41,四同(x5) + 三對子(x3),15,615
44445588,42,四同(x5) + 豪華四對子(x20),100,4200
44445666,39,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,27300
44445667,40,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9000
44445668,41,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1230
44445677,41,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9225
44445678,42,四同(x5) + 五連順(x4) + 順碰交響曲(x3),60,2520
44445688,43,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1290
44445777,42,四同(x5) + 白馬(x14) + 中庸之道(x5),350,14700
44445778,43,四同(x5) + 三對子(x3),15,645
44445788,44,四同(x5) + 三對子(x3),15,660
44445888,45,四同(x5) + 白馬(x14),70,3150
44446666,40,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,120000
44446667,41,四同(x5) + 白馬(x14) + 中庸之道(x5),350,14350
44446668,42,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,35280
44446677,42,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,21000
44446678,43,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1290
44446688,44,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,52800
44446777,43,四同(x5) + 白馬(x14) + 中庸之道(x5),350,15050
44446778,44,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1320
44446788,45,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1350
44446888,46,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,38640
44447777,44,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,55000
44447778,45,四同(x5) + 白馬(x14),70,3150
44447788,46,四同(x5) + 豪華四對子(x20),100,4600
44447888,47,四同(x5) + 白馬(x14),70,3290
44448888,48,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,144000
44455555,37,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,88800
44455556,38,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,26600
44455557,39,四同(x5) + 白馬(x14) + 中庸之道(x5),350,13650
44455558,40,四同(x5) + 白馬(x14),70,2800
44455566,39,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,16380
44455567,40,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,19800
44455568,41,三同(x3) + 三連順(x2) + 雙三同(x11),66,2706
44455577,41,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,8610
44455578,42,三同(x3) + 雙三同(x11),33,1386
44455588,43,三同(x3) + 碰碰胡(x14),42,1806
44455666,40,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,16800
44455667,41,三同(x3) + 四連順(x3) + 平胡(x10) + 中庸之道(x5),450,18450
44455668,42,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1512
44455677,42,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),135,5670
44455678,43,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1548
44455688,44,三同(x3) + 三連順(x2) + 三對子(x3),18,792
44455777,43,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,9030
44455778,44,三同(x3) + 三對子(x3),9,396
44455788,45,三同(x3) + 三對子(x3),9,405
44455888,46,三同(x3) + 碰碰胡(x14),42,1932
44456666,41,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,28700
44456667,42,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,20790
44456668,43,三同(x3) + 三連順(x2) + 雙三同(x11),66,2838
44456677,43,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),135,5805
44456678,44,三同(x3) + 五連順(x4) + 平胡(x10),120,5280
44456688,45,三同(x3) + 三連順(x2) + 三對子(x3),18,810
44456777,44,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,21780
44456778,45,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1620
44456788,46,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1656
44456888,47,三同(x3) + 三連順(x2) + 雙三同(x11),66,3102
44457777,45,四同(x5) + 白馬(x14) + 中庸之道(x5),350,15750
44457778,46,三同(x3) + 雙三同(x11),33,1518
44457788,47,三同(x3) + 三對子(x3),9,423
44457888,48,三同(x3) + 雙三同(x11),33,1584
44458888,49,四同(x5) + 白馬(x14),70,3430
44466666,42,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,241920
44466667,43,四同(x5) + 白馬(x14) + 中庸之道(x5),350,15050
44466668,44,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,36960
44466677,44,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,9240
44466678,45,三同(x3) + 三連順(x2) + 雙三同(x11),66,2970
44466688,46,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,23184
44466777,45,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,9450
44466778,46,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,828
44466788,47,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,846
44466888,48,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,24192
44467777,46,四同(x5) + 白馬(x14) + 中庸之道(x5),350,16100
44467778,47,三同(x3) + 三連順(x2) + 雙三同(x11),66,3102
44467788,48,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,864
44467888,49,三同(x3) + 三連順(x2) + 雙三同(x11),66,3234
44468888,50,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,42000
44477777,47,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,112800
44477778,48,四同(x5) + 白馬(x14),70,3360
44477788,49,三同(x3) + 碰碰胡(x14),42,2058
44477888,50,三同(x3) + 碰碰胡(x14),42,2100
44478888,51,四同(x5) + 白馬(x14),70,3570
44488888,52,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,299520
44555555,38,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,95000
44555556,39,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,14040
44555557,40,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7200
44555558,41,五同(x12) + 三對子(x3),36,1476
44555566,40,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,40000
